,Ruling,Name,Quote,Description,Date
1340,false,Threads posts,“Weatherman loses it live on air” during broadcast about Hurricane Helene.,a Threads post,"September 27, 2024 "
1341,false,Viral image,Image shows a photo of former President Donald Trump wading through floodwater after Hurricane Helene.,a Threads post,"September 30, 2024 "
1342,false,Donald Trump,"Kamala Harris ""let in the 13,099 convicted murderers and opposes all efforts to find them and to remove them.""",a rally ,"September 29, 2024 "
1343,false,Facebook posts,“Georgia coach Kirby Smart's family ends relationship with Taylor Swift: ‘We do not support her endorsement.’”,a Facebook post,"September 25, 2024 "
1344,false,Viral image,“TD Jakes MYSTERIOUSLY VANISHES: The search for the renowned bishop begins!”,a Facebook post,"September 20, 2024 "
1345,false,X posts,A biolab caught fire in Georgia right before the 2024 election.,X posts,"September 29, 2024 "
1346,false,Donald Trump,Vice President Kamala Harris “even wants to legalize fentanyl.”,a rally ,"September 29, 2024 "
1347,false,X posts,"Photo shows President Joe Biden lounging on the beach ""while towns all over America were being wiped out” by Hurricane Helene.",an X post,"September 30, 2024 "
1348,false,Social Media,“Biden Announces: ‘2.4 billion more to Ukraine’ but ‘no more aid for Hurricane Helene.’”,,"September 30, 2024 "
1349,false,Facebook posts,"“Olympic boxer Imane Khelif fails gender test, stripped of all titles, lifetime ban and $25 million prize money revoked!”",a post,"September 24, 2024 "
1350,false,Donald Trump,"Georgia Gov. Brian Kemp was calling President Joe Biden after Hurricane Helene but ""hasn't been able to get him.”",a press conference ,"September 30, 2024 "
1351,false,Tim Sheehy,"U.S. Sen. Jon Tester “voted to give taxpayer-funded health care to illegal immigrants.""",an ad,"September 27, 2024 "
1352,false,X posts,Video shows “the bunker-busting bombs that ended the lives of (Hassan) Nasrallah and Hezbollah’s leadership.”,an X post,"September 28, 2024 "
1353,false,Facebook posts,Shows video of damage from Hurricane Helene.,a video,"September 27, 2024 "
1354,false,TikTok posts,"En el sur de Filadelfia, la campaña de Kamala Harris “está pagando a la gente $700 por semana para viajar y asistir a todos sus eventos”.",una publicación enTikTok,"September 22, 2024 "
1355,false,Instagram posts,Video shows footage of Hurricane Helene,a post,"September 25, 2024 "
1356,false,Vote No on 3,Florida’s Amendment 3 is “the monopoly amendment.”,a TV ad,"September 7, 2024 "
1357,false,Threads posts,Melania Trump “was an escort.”,a Threads post,"September 18, 2024 "
1358,false,Facebook posts,“Elon Musk silences Taylor Swift: Shocking ban wipes out 1 million followers and costs her a staggering $72 million!”,a Facebook post,"September 25, 2024 "
1359,false,Instagram posts,The government is arming “illegal immigrants.”,an Instagram post,"September 23, 2024 "
1360,false,Facebook posts,Photos show a toddler “saved” by Deputy Tyler Cooper.,a Facebook post,"September 15, 2024 "
1361,false,Threads posts,"Says Donald Trump said, “Women are miserable — not sexy, not safe.”",a Threads post,"September 24, 2024 "
1362,false,Facebook posts,“Taylor Swift faces a 10-game NFL ban following controversial political involvement.”,a Facebook post,"September 21, 2024 "
1363,false,Americans for Prosperity Action,"The Inflation Reduction Act, which Rep. Elissa Slotkin supported, “drove inflation higher.”",a Meta ad,"September 4, 2024 "
1364,false,X posts,Image of people boarding up a window shows Michigan election officials are “preparing to steal this election”,a post,"September 24, 2024 "
1365,false,TikTok posts,"In South Philadelphia, people are “getting paid $700 a week to go to wherever Kamala’s campaign tells them to go to.”",a TikTok post,"September 21, 2024 "
1366,false,Facebook posts,"Bill Gates dijo que ""estamos tomando cosas que son ya sabes organismos genéticamente modificados y los estamos inyectando en los brazos de niños pequeños"" en el contexto de las vacunas.",una publicación en Facebook,"September 20, 2024 "
1367,false,Facebook posts,"Photo shows missing couple Raymond Peterson and his wife, Sophie.",a Facebook post,"September 23, 2024 "
1368,false,Threads posts,“Oprah is a sex trafficker. She’s been caught and now has to be escorted around” by U.S. marshals,a Threads post,"September 20, 2024 "
1369,false,Threads posts,Says John Fetterman said he’s “voting for Trump.”,a Threads post,"September 23, 2024 "
1370,false,Facebook posts,"“Taylor Swift’s concert attendance drops after Harris endorsement: ‘No Fans, just empty seats and echoes.’”",a Facebook post,"September 22, 2024 "
1371,false,Tim Sheehy,Jon Tester “supported slashing Social Security benefits”,an op-ed,"September 10, 2024 "
1372,false,Threads posts,Travis Kelce endorsed Kamala Harris.,a Threads post,"September 23, 2024 "
1373,false,X posts,Video shows Vice President Kamala Harris using a teleprompter.,an X post,"September 21, 2024 "
1374,false,Instagram posts,"Tim Walz said ""we can't afford four more years"" of Kamala Harris.",a video,"September 21, 2024 "
1375,false,Tim Walz,“The last union member on a national ticket (was) Ronald Reagan.”,an event ,"September 21, 2024 "
1376,false,X posts,Photo shows a toilet after “some Hezbollah operative blew up.”,an X post,"September 18, 2024 "
1377,false,Donald Trump,"When Haitians go to school in Springfield, Ohio, they “take the place of our children in school” and “each one will have a private interpreter.""",a speech ,"September 18, 2024 "
1378,false,Social Media,Sen. JD Vance admitted he has a ‘rent-a-dog’ from the Trump campaign to make him “seem like a dog person.”,a video,"September 21, 2024 "
1379,false,X posts,First lady Jill Biden led a Cabinet meeting for President Joe Biden and her signature appears on presidential stationery.,an X post,"September 20, 2024 "
1380,false,X posts,“iPhones exploding in Lebanon blowing up random people.”,X posts,"September 18, 2024 "
1381,false,TikTok posts,“Attorney General Merrick Garland just vetoed charging Ryan Routh with attempted assassination” of Donald Trump.,a TikTok video,"September 18, 2024 "
1382,false,Facebook posts,"""Taylor Swift unexpectedly lost a $125 million brand contract after a massive advertising campaign” endorsing Vice President Kamala Harris.",a Facebook post,"September 14, 2024 "
1383,false,Facebook posts,“Portugal lanza monedas de 7 euros para honrar al legendario futbolista Cristiano Ronaldo”.,una publicación en Facebook,"September 12, 2024 "
1384,false,X posts,"Ryan Routh's Instagram bio says he is a ""proud LGBTQ+ member""",posts,"September 15, 2024 "
1385,false,Facebook posts,“Chiefs' Coach Andy Reid criticizes Taylor Swift: ‘You’re not a good role model.’”,a Facebook post,"September 17, 2024 "
1386,false,Facebook posts,"“Kansas City Chiefs CEO bans Taylor Swift from attending games, calling her the team’s ‘biggest distraction.’”",a Facebook post,"September 17, 2024 "
1387,false,JD Vance,"Former President Donald Trump could have destroyed the Affordable Care Act, but “he chose to build upon (it).""","a ""Meet the Press"" interview","September 15, 2024 "
1388,false,Facebook posts,Says Colin Kaepernick said he “will go to Russia if not properly respected in the United States.”,a Facebook post,"September 13, 2024 "
1389,false,Viral image,Image shows “P Diddy with Kamala Harris.”,a Threads post,"September 17, 2024 "
1390,false,Wisco Project,"“If you make less than $100,000, Trump is about to raise your taxes. Currently, you’re taxed at 10% and then 12%. He would raise that to a flat rate of 15%.”",Social media ads,"September 16, 2024 "
1391,false,Facebook posts,Photo shows Kamala Harris posing beside Sean “Diddy” Combs.,a post,"September 17, 2024 "
1392,false,Instagram posts,“BREAKING: Police found ‘explosives’ in car near former President Donald Trump’s rally site on Long Island.”,Instagram posts,"September 18, 2024 "
1393,false,Dave McCormick,"Charleroi, Pennsylvania, “has grown by 2,000% due to an influx in migrants.”",an X post,"September 13, 2024 "
1394,false,Facebook posts,"""El gran respaldo de Taylor Swift"" a Kamala Harris ""le cuesta $125 millones en acuerdos de marca"".",una publicación en Facebook,"September 13, 2024 "
1395,false,Threads posts,Taylor Swift “lost 17 million followers by endorsing Kamala.”,an Instagram post,"September 16, 2024 "
1396,false,Kari Lake,Rep. Ruben Gallego’s “first act in Congress was to propose legislation to BAN the use of the term ‘illegal alien.’”,a post on X,"September 13, 2024 "
1397,false,Facebook posts,“Country Music Television (CMT) has announced a permanent boycott of Taylor Swift.”,a Facebook post,"September 16, 2024 "
1398,false,Viral image,“Disney World officially moving to Nashville.”,a Facebook post,"September 11, 2024 "
1399,false,Instagram posts,"Karine Jean-Pierre, President Joe Biden’s press secretary, ended a press conference when a reporter asked about Donald Trump’s assassination attempt.",an Instagram post,"September 17, 2024 "
1400,false,Threads posts,An image shows Taylor Swift responding to Elon Musk's X post about giving her a child by saying she's happy to take his daughter Vivian and ‘give her all the love and respect she deserves.’,a post on Threads,"September 12, 2024 "
1401,false,Tony Perkins,"“In 12 states, children born alive after a failed abortion have no legal protection, and in three more states children born alive after an abortion had legal rights that governors — like Tim Walz — repealed.”",a Facebook post,"September 11, 2024 "
1402,false,Threads posts,Images show Sean Combs’ booking photos after Sept. 16 arrest.,Threads post,"September 16, 2024 "
1403,false,Donald Trump,"“Kamala Harris has promised amnesty for the 10 million illegals she allowed in as border czar, making them eligible for Social Security. Studies warn this will lead to cuts in your Social Security benefits.""",an ad,"August 28, 2024 "
1404,false,Instagram posts,CDC warns a third of adults may die from dangerous bacteria in ramen noodles.,an Instagram post,"September 17, 2024 "
1405,false,Threads posts,“Donald Trump posted this photo of Taylor Swift saying that she was crying because she lost over $150 million worth of merchandise.”,a Threads post,"September 16, 2024 "
1406,false,Social Media,“Coca-Cola cuts ties with Taylor Swift over (Kamala) Harris endorsement.”,a post,"September 16, 2024 "
1407,false,Facebook posts,“Taylor Swift forced to cancel Eras Tour dates following endorsement backlash.”,a Facebook post,"September 16, 2024 "
1408,false,Viral image,"Says Rep. Marjorie Taylor Greene said, “Who else thinks the downfall of America started with Barack Obama?”",an Instagram post,"September 13, 2024 "
1409,false,Viral image,"The FBI said it would “visit” Elon Musk for writing on X,  “No one is even trying to assassinate Biden/Kamala.”",an X post,"September 16, 2024 "
1410,false,Tim Sheehy,The “‘Inflation Reduction Act’ increased inflation and drove prices sky high!”,an X post,"August 21, 2024 "
1411,false,Tim Walz,"“In Project 2025, you’re going to have to register with a new federal agency when you get pregnant.”",a speech,"September 14, 2024 "
1412,false,Instagram posts,"""Maduro llega a Rusia para pedir ayuda armamentista ante las relaciones negativas con los países americanos"".",una publicación en Instagram,"September 8, 2024 "
1413,false,Facebook posts,Former President Donald Trump posted “0-2” Sept. 15 on Truth Social.,a Facebook post,"September 15, 2024 "
1414,false,X posts,Ryan Routh appeared in a Blackrock commercial.,X posts,"September 16, 2024 "
1415,false,Facebook posts,Photos that show lists of school names are “school shooting lists.”,a social media post,"September 8, 2024 "
1416,false,Instagram posts,A video shows a body that Israel embedded with a bomb exploding during a Palestinian funeral procession.,an Instagram post,"September 12, 2024 "
1417,false,Facebook posts,“ESPN has fired Shannon Sharpe.”,a post,"September 11, 2024 "
1418,false,Threads posts,An image shows Travis Kelce responding to Elon Musk X post that followed Taylor Swift’s endorsement of Vice President Kamala Harris.,a post on Threads,"September 12, 2024 "
1419,false,Facebook posts,"Patron, Don Julio and Pink Whitney tequila recalled because they contained fecal matter.",a Facebook post,"September 10, 2024 "
1420,false,Instagram posts,"""Debate moderators made the false claim to Donald Trump that there is nowhere in the United States where abortion is legal up until birth.""",an Instagram post,"September 11, 2024 "
1421,false,Sam Brown,Proposed Nevada constitutional amendment to protect abortion rights would put “essentially no limit on access to abortion.”,a campaign appearance,"August 28, 2024 "
1422,false,Viral image,"“Elon Musk is going to expose Bill Gates soon, says ‘he’s evil.’”",a Threads post,"September 8, 2024 "
1423,false,Facebook posts,"“Gordon Ramsay calls Tim Walz a ‘woke creep,’ throws him out of Hell’s Kitchen.”",a Facebook post,"September 6, 2024 "
1424,false,Facebook posts,"""ÚLTIMA HORA Río Nilo se pinta de rojo sangre"".",una publicación en Facebook,"September 11, 2024 "
1425,false,Viral image,Photo shows Elton John wearing a “MAGA” jacket.,a Threads post,"September 7, 2024 "
1426,false,Instagram posts,"Immigrants get $2,000 each time they cross the border illegally.",Instagram posts,"September 8, 2024 "
1427,false,Viral image,Video shows tornadoes in Canada.,a Facebook post,"August 30, 2024 "
1428,false,Instagram posts,Video shows a Ku Klux Klan member at a rally for former President Donald Trump.,an Instagram post,"September 8, 2024 "
1429,false,Viral image,"Elon Musk said, “Anyone caught promoting propaganda will be suspended from X.”",a Threads post,"September 7, 2024 "
1430,false,Viral image,“Elon Musk to fund new anti-woke show featuring Tucker Carlson.”,a Facebook post,"September 6, 2024 "
1431,false,Instagram posts,"Video shows Tim Walz “falsely claims that being gay in Nebraska is ‘illegal’""",a post,"September 9, 2024 "
1432,false,Instagram posts,CNN reported that the Apalachee High School shooting suspect was motivated by a “lack of trans acceptance.”,a post,"September 7, 2024 "
1433,false,Social Media,"Haitian immigrants are eating pets and wildlife in Springfield, Ohio.",,"September 6, 2024 "
1434,false,Social Media,"The Hells Angels Motorcycle Club is on the way to Aurora, Colorado, to confront a Venezuelan gang.",social media posts,"September 2, 2024 "
1435,false,Facebook posts,"""La nueva ley de condonación elimina $15,000 de la deuda de tarjetas de crédito para todos los estadounidenses"".",una publicación en Facebook,"September 3, 2024 "
1436,false,X posts,“Un grupo de 32 venezolanos armados tomaron esta noche un edificio de apartamentos en Chicago”.,una publicación en X,"September 3, 2024 "
1437,false,National Republican Senatorial Committee,Elissa Slotkin “gave your hard-earned tax money to illegal immigrants.”,an Instagram ad,"August 28, 2024 "
1438,false,Instagram posts,Video shows Democratic vice presidential candidate Tim Walz dancing to Beyoncé in a cowboy hat and crop top.,a post,"September 5, 2024 "
1439,false,X posts,A group of 32 armed Venezuelans took over an apartment building in Chicago.,X posts,"September 3, 2024 "
1440,false,Instagram posts,"""Kamala Harris aboga por censurar X en Estados Unidos al estilo de Brasil si es elegida presidenta en noviembre”.",una publicación en Instagram,"September 2, 2024 "
1441,false,Viral image,"“The entire family of Kamala Harris’ running mate, Tim Walz—they are all supporting Donald Trump.”",an Instagram post,"September 4, 2024 "
1442,false,Viral image,An image shows the social media profile of the accused suspect in the Apalachee High School shooting.,an Instagram post,"September 4, 2024 "
1443,false,Social Media,McDonald’s “said they have no record whatsoever of Kamala Harris ever working at any of their locations.”,a post,"August 31, 2024 "
1444,false,Instagram posts,“Kamala Harris said she will shut down X if elected.”,an Instagram post,"September 3, 2024 "
1445,false,Facebook posts,"Photo shows a child “saved” by Deputy Ryan Braidley in Elko County, Nevada.",a Facebook post,"September 2, 2024 "
1446,false,Threads posts,Photo shows Vice President Kamala Harris “in the 90s.”,a Threads post,"September 2, 2024 "
1447,false,Instagram posts,NFL’s Philadelphia Eagles endorsed Kamala Harris for president.,an Instagram reel,"September 2, 2024 "
1448,false,JD Vance,"A zero-tolerance policy during the Trump administration ""led to less family separation than under Kamala Harris' border policies.”","an interview on NBC's ""Meet the Press""","August 25, 2024 "
1449,false,Social Media,"“BREAKING: Illegal Aliens in San Diego, California, tried to hijack 2 school buses filled with children.”",a post on Instagram,"August 29, 2024 "
1450,false,Bernie Moreno,"U.S. Sen. Sherrod Brown voted to “give illegals taxpayer funded stimulus checks, health care, even Social Security.""",a campaign ad,"August 20, 2024 "
1451,false,Instagram posts,"Four government agencies donated nearly $900,000 of taxpayer money to Kamala Harris’ presidential campaign.",a post,"August 26, 2024 "
1452,false,X posts,Nine Americans died from a listeria outbreak after Boar’s Head brand meat prioritized hiring “refugees” in Virginia.,an X post,"August 29, 2024 "
1453,false,Mike Rogers,Rep. Elissa Slotkin “voted recently to let illegals vote in U.S. elections.”,a campaign rally,"August 27, 2024 "
1454,false,X posts,"Video shows “Kamala Harris describing how she can ruin lives with the 'swipe of a pen.’""",a video,"August 16, 2024 "
1455,false,Instagram posts,"“Hollywood actor Kurt Russell just said: ‘It is now proven, beyond a shadow of a doubt that Kamala Harris and Joe Biden CHEATED in the 2020 election with mail-in ballots.’”",an Instagram post,"August 27, 2024 "
1456,false,Viral image,“Kurt Russell forms a new non-woke actors alliance with Roseanne Barr and Tim Allen.”,a Facebook post,"August 27, 2024 "
1457,false,Viral image,Photo of former President Donald Trump after an assassination attempt was generated by artificial intelligence.,an X post,"August 23, 2024 "
1458,false,X posts,"C-SPAN captions for a JD Vance speech said, “Single person clapping.”",an X post,"August 28, 2024 "
1459,false,Instagram posts,"El director general de la Organización Mundial de la Salud ""dice que ya no es emergencia sanitaria la viruela del mono"" en 2024.",una publicación en Instagram,"August 26, 2024 "
1460,false,Facebook posts,Image shows Fox Business graphic titled  “Tim Walz’s Communist Agenda.”,a Facebook post,"August 25, 2024 "
1461,false,X posts,"Un video muestra un helicóptero distribuyendo “mosquitos genéticos en Massachusetts, Estados Unidos”.",una publicación en X,"August 25, 2024 "
1462,false,Viral image,Video shows a CNN segment about “veterans cancelling their auto insurance.”,a Facebook post,"August 18, 2024 "
1463,false,Viral image,Video shows buildings crumbling because of an “earthquake in Taiwan.”,a Facebook post,"August 26, 2024 "
1464,false,Kari Lake,Ruben Gallego wants to “cut your Social Security.”,on social media platform X,"August 8, 2024 "
1465,false,Donald Trump,Kamala Harris “wants to forcibly compel doctors and nurses against their will to give chemical castration drugs to young children.”,remarks at Turning Point USA summit,"July 26, 2024 "
1466,false,JD Vance,"“Anything that you lose on the tariff from the perspective of the consumer, you gain in higher wages, so you're ultimately much better off.”","an interview on NBC's ""Meet the Press""","August 25, 2024 "
1467,false,Dave McCormick,Sen. Bob Casey “voted to sell American oil to China.”,a TV ad,"August 25, 2024 "
1468,false,Mike Rogers,Rep. Elissa Slotkin’s vote for the 2022 Inflation Reduction Act was a vote to “cut Medicare benefits for seniors.”,a blog post,"August 16, 2024 "
1469,false,Social Media,Videos muestran a Kamala Harris ebria.,publicaciones en redes sociales,"August 21, 2024 "
1470,false,X posts,The order of candidate names on North Carolina’s ballot shows a “clear attempt at voter manipulation.”,a social media post,"August 27, 2024 "
1471,false,Facebook posts,“Colin Kaepernick 'screams' as Coach Kyle Shanahan denies his return request: 'The kneeling symbol has no chance of coming back.’”,a Facebook post,"August 23, 2024 "
1472,false,Facebook posts,"Beyoncé and Taylor Swift announced a “big endorsement concert” and said, “No more silence, before it’s too late, our voice must be heard now!”",a Facebook post,"August 21, 2024 "
1473,false,Viral image,“Breaking: WNBA referees disqualify players under league’s new ‘no anthem kneeling’ rule.”,a Facebook post,"August 22, 2024 "
1474,false,Threads posts,Gov. Tim Walz insulted Ann Coulter’s romantic history after she called his son “weird.”,Threads posts,"August 22, 2024 "
1475,false,Instagram posts,Video shows helicopter “dropping millions” of mosquitoes in Massachusetts towns hit by eastern equine encephalitis virus.,an Instagram post,"August 25, 2024 "
1476,false,Donald Trump,"“Kamala cast the tiebreaking vote to hire 87,000 new IRS agents to go after your tip income.”",a speech ,"August 23, 2024 "
1477,false,JD Vance,Minnesota Gov. Tim Walz signed a law that would “take children away from their parents if the parents don’t want to consent to sex changes.”,a campaign event ,"August 7, 2024 "
1478,false,Threads posts,Donald Trump posted on Truth Social that Kamala Harris used to be a man named Kamal Aroush.,Threads post,"August 25, 2024 "
1479,false,Jeffrey Barke,Food and Drug Administration approval for updated COVID-19 vaccines requires a public health emergency declaration.,an Instagram post,"August 23, 2024 "
1480,false,Facebook posts,“Nike announces termination of contract with Brittney Griner after ‘strong backlash’ from online community.”,a Facebook post,"August 14, 2024 "
1481,false,Facebook posts,“All students who knelt during the national anthem were rounded up and removed from scholarships” at the University of Texas.,a Facebook post,"August 20, 2024 "
1482,false,Instagram posts,Kamala Harris has adopted the Nazi-rooted phrase “Strength Through Joy” as her campaign slogan.,a post,"August 19, 2024 "
1483,false,Facebook posts,Jason Aldean rejected a $500 million music collaboration with Taylor Swift.,Facebook posts,"August 22, 2024 "
1484,false,Facebook posts,"“Elon Musk pide la prohibición de ‘The View’, ‘prefiero caminar descalzo sobre asfalto caliente que ver The View’”.",una publicación en Facebook,"August 21, 2024 "
1485,false,Facebook posts,“Mark Wahlberg y Mel Gibson invierten 500 millones de dólares para el primer estudio de producción de la industria centrado en los valores tradicionales”.,una publicación en Facebook,"August 21, 2024 "
1486,false,Sam Brown,Jacky Rosen “said ending taxes on tips would ‘hurt working Nevada families.’”,an X post,"August 9, 2024 "
1487,false,Elissa Slotkin,"Mike Rogers “left Michigan to trade on his D.C. connections, helping Chinese tech companies get access to the U.S.”",Meta ad,"August 9, 2024 "
1488,false,X posts,Pallets of bricks were left all over the streets of Chicago before the Democratic National Convention.,X posts,"August 18, 2024 "
1489,false,Eric Hovde,Says U.S. Sen. Tammy Baldwin “has done absolutely nothing” about the fentanyl crisis.,Public appearance,"August 13, 2024 "
1490,false,Social Media,Videos show Kamala Harris intoxicated.,,"August 19, 2024 "
1491,false,Viral image,Video shows former President Donald Trump thought he was in North Carolina while he spoke in Pennsylvania.,a Facebook post,"August 17, 2024 "
1492,false,Threads posts,The Democratic National Convention was “nearly empty” during its first day.,Threads posts,"August 19, 2024 "
1493,false,JD Vance,"“Kamala Harris wants to give $25,000 to illegal aliens to buy American homes.”",a post on X,"August 16, 2024 "
1494,false,Viral image,“PA Gov Josh Shapiro isn’t attending the DNC at all.”,a Threads post,"August 19, 2024 "
1495,false,Threads posts,"Trump said “you used to be able to get cereal for 20, 30 bucks a pound.”",a photo,"August 17, 2024 "
1496,false,X posts,"Photo shows “domestic Antifa are already gathering in Chicago, to create chaos during the Harris-Walz DNC.”",In X post on Aug. 17,"August 17, 2024 "
1497,false,Viral image,“Travis Kelce kneels during national anthem fined $10 million and thrown out of the game.”,a Facebook post,"August 19, 2024 "
1498,false,X posts,The American flag is missing from the Democratic National Convention in Chicago.,X posts,"August 19, 2024 "
1499,false,X posts,Photo shows “pallets or containers of bricks have been found near locations designated for protests related to the Democratic National Convention”,X post,"August 18, 2024 "
1500,pants-fire,Viral image,Photos show Vice President Kamala Harris when she was “a former call girl in California.”,an Instagram post,"October 27, 2024 "
1501,pants-fire,Instagram posts,“Revolucionarios Comunistas de América” marcharon a favor de Kamala Harris.,una publicación en Instagram,"October 26, 2024 "
1502,pants-fire,Threads posts,"Video shows Kamala Harris saying, “Trump is literally Hitler,” on Joe Rogan’s podcast.",a Threads post,"October 27, 2024 "
1503,pants-fire,Threads posts,"""AOC is worth 29 Million dollars! How did that happen, on $174,000 per year?""",a Threads post,"October 30, 2024 "
1504,pants-fire,Facebook posts,"In Fordyce, Arkansas, voting machines changed votes from Republican to Democrat.",a photo,"October 22, 2024 "
1505,pants-fire,Instagram posts,Photos show federal authorities arrested and charged a clone instead of the real Sean “Diddy” Combs.,social media posts,"October 28, 2024 "
1506,pants-fire,Instagram posts,"""Circula este video de un hombre que rompe los votos para Donald Trump y guarda las de Kamala Harris”.",una publicación en Instagram,"October 26, 2024 "
1507,pants-fire,X posts,"Video shows an election worker destroying mail ballots with votes for former President Donald Trump in Bucks County, Pennsylvania.",X posts,"October 25, 2024 "
1508,pants-fire,Instagram posts,"Voting machines in Shelby County, Tennessee, are swapping votes from Kamala Harris to Donald Trump.",an Instagram post,"October 20, 2024 "
1509,pants-fire,Facebook posts,"""Breaking: Voters in Tarrant County, Texas are reporting that the voting machines are flipping their votes from Trump to Kamala Harris.""",a post,"October 22, 2024 "
1510,pants-fire,Facebook posts,"""Se ha desaparecido el famoso Dr. Juan Rivera después de revelar este simple secreto de salud que podría dejar los hospitales vacíos"", la ashwagandha.",una publicación en Facebook,"October 13, 2024 "
1511,pants-fire,Marjorie Taylor Greene,"""Reports from Whitfield County, GA that Dominion machines are flipping votes. This is exactly the kind of fraud we saw in 2020.""",an X post,"October 18, 2024 "
1512,pants-fire,Instagram posts,"“Liberal woman films herself eating dog food” because she said, “I’m eating dog food until Kamala is president.”",an Instagram post,"October 21, 2024 "
1513,pants-fire,Facebook posts,“Melania Trump declares that she wants a divorce.”,a Facebook post,"October 14, 2024 "
1514,pants-fire,Threads posts,Photo shows former President Donald Trump sitting on a black towel on “Fox & Friends” because “they don’t want him to stain the sofa.”,a Threads post,"October 18, 2024 "
1515,pants-fire,Facebook posts,"""Michael Jackson discovered alive at age 65” and will testify against Sean “Diddy” Combs.",a Facebook post,"October 17, 2024 "
1516,pants-fire,Instagram posts,"Vice President Kamala Harris commented on President Joe Biden’s “mental fitness,” saying, “he’s not stable” and “we should all be concerned.”",an Instagram post,"October 16, 2024 "
1517,pants-fire,X posts,Screenshots of documents show a former student of Democratic vice presidential candidate Tim Walz has lodged sexual abuse allegations against him.,a post,"October 13, 2024 "
1518,pants-fire,JD Vance,Says former President Donald Trump did not lose the 2020 election.,a campaign event,"October 16, 2024 "
1519,pants-fire,Threads posts,Journalist Bob Woodward posted on X that Donald Trump wears adult diapers.,Threads posts,"October 11, 2024 "
1520,pants-fire,Instagram posts,La administración de Joe Biden tomó dinero de ayudas de FEMA para usarlo en inmigrantes.,una publicación en Instagram,"October 7, 2024 "
1521,pants-fire,Viral image,Says former President Donald Trump posted on Truth Social that former President Barack Obama “was ashamed at how much better of a golfer that I am.”,a Threads post,"October 6, 2024 "
1522,pants-fire,Donald Trump,“It has just come out that Democrats in Washington and the Democrat Governor’s Office of North Carolina (Roy Cooper) were blocking people and money from coming into North Carolina.”,a Truth Social post,"October 11, 2024 "
1523,pants-fire,X posts,North Carolina’s new voting rules in response to Hurricane Helene amount to “cheating” or “stealing.”,social media posts,"October 9, 2024 "
1524,pants-fire,Threads posts,Says Minnesota Gov. Tim Walz was “banned from future games for flipping off the fans.”,a Threads post,"September 30, 2024 "
1525,pants-fire,Marjorie Taylor Greene,Patents dating back to the 1800s show that people can control the weather.,a post on X,"October 7, 2024 "
1526,pants-fire,X posts,"""Los 750 dólares que nuestra generosa administración ha ofrecido a las víctimas del huracán Helene son un PRÉSTAMO! Tienen un año para devolverlo"".",una publicación en X,"October 6, 2024 "
1527,pants-fire,Threads posts,“FEMA is supposed to help out white people last for the purpose of ‘equity.’ … It’s literally on the FEMA website.”,a Threads post,"October 4, 2024 "
1528,pants-fire,Facebook posts,“They create hurricanes via cloud seeding” and “direct them where they want the Hurricane to go!”,a Facebook post,"October 6, 2024 "
1529,pants-fire,Facebook posts,Taylor Swift “admits to having done immoral things with Diddy in the past to gain fame.”,a Facebook post,"October 1, 2024 "
1530,pants-fire,Instagram posts,Video shows “geoengineering happening” as Hurricane Milton approaches Florida.,Instagram posts,"October 6, 2024 "
1531,pants-fire,Donald Trump,The Biden administration stole $1 billion “from FEMA to use it for illegal migrants. … And FEMA is now busted. They don’t have any money.”,a conversation with reporters,"October 4, 2024 "
1532,pants-fire,Social Media,Hurricane Helene was planned to seize land in North Carolina for lithium mining.,a post,"September 29, 2024 "
1533,pants-fire,X posts,"“The $750 from FEMA that Kamala Harris is offering them is actually a loan, not real relief. And that if they don’t pay it back the feds can seize their property.”",a post on X,"October 4, 2024 "
1534,pants-fire,X posts,Kamala Harris campaign ad “features a mother expressing regret for not having an abortion.”,an X post,"October 2, 2024 "
1535,pants-fire,X posts,“Breaking: Pete Buttigieg reveals that he is HIV-positive.”,a post,"October 1, 2024 "
1536,pants-fire,Kari Lake,"Rep. Ruben Gallego is “controlled by the cartels. His own father was a Colombian drug trafficker, and so he’s got links to the cartel.”",a TV interview,"September 27, 2024 "
1537,pants-fire,X posts,Video shows an Iranian missile attack.,X posts,"October 1, 2024 "
1538,pants-fire,Instagram posts,Video shows “FBI finds human remains at a McDonald’s meat supplier.”,Instagram posts,"September 29, 2024 "
1539,pants-fire,Viral image,“Video shows Kamala (Harris) responding to someone talking through her earrings that she allegedly wore during the Trump vs. Harris debate.”,an Instagram post,"September 29, 2024 "
1540,pants-fire,Instagram posts,“Kamala involved in P-Diddy’s rapes and assaults.”,an Instagram post,"September 26, 2024 "
1541,pants-fire,Instagram posts,Hurricane Helene was the product of intentional weather modification.,an Instagram post,"September 25, 2024 "
1542,pants-fire,Social Media,"Vice President Kamala Harris responded, “Next question please,” when asked about the economy during an Aug. 29 CNN interview.",social media posts,"September 24, 2024 "
1543,pants-fire,Facebook posts,“Serena Williams reportedly passes away following tragic car crash in Texas.”,a Facebook post,"September 23, 2024 "
1544,pants-fire,Instagram posts,"Haitians are responsible for the disappearance of 16 cats in Bangor, Maine.",an Instagram post,"September 23, 2024 "
1545,pants-fire,Viral image,Video shows Vice President Kamala Harris “hammered.”,an Instagram post,"September 23, 2024 "
1546,pants-fire,Facebook posts,"""Profesores de la Universidad de Howard confirman: 'Kamala fue la peor estudiante de la historia'"".",una publicación en Facebook,"September 15, 2024 "
